c1,c2,c3,c4,t1-1,t1-2,t1-3,t1-4,t1-5,t2-1,t2-2,t2-3,t2-4,t2-5,t3-1,t3-2,t3-3,t3-4,t3-5,t4-1,t4-2,t4-3,t4-4,t4-5,t5-1,t5-2,t5-3,t5-4,t5-5,t6-1,t6-2,t6-3,t6-4,t6-5,t7-1,t7-2,t7-3,t7-4,t7-5,t8-1,t8-2,t8-3,t8-4,t8-5,t9-1,t9-2,t9-3,t9-4,t9-5,t10-1,t10-2,t10-3,t10-4,t10-5,result
22,68,0,0,29,43,32,67,41,11,23,33,5,8,66,26,72,24,1,28,3,52,7,2,27,71,65,47,46,45,50,12,49,6,70,42,13,9,63,64,25,73,31,21,48,10,69,62,51,44,61,30,53,4,1
31,21,0,0,61,30,23,69,2,10,53,24,7,45,72,43,12,41,27,64,62,28,8,47,4,32,48,50,70,63,6,46,5,44,3,49,73,11,22,66,1,51,29,68,13,52,67,25,9,65,71,33,42,26,1
71,46,0,0,21,41,10,23,50,22,13,43,44,26,70,68,49,3,4,28,33,52,25,47,8,63,32,53,29,11,9,48,7,66,1,27,31,72,51,65,64,67,6,42,62,69,61,5,45,73,12,30,24,2,3
30,44,0,0,48,66,42,27,22,11,8,26,28,49,73,23,25,61,41,51,3,64,50,12,70,43,47,63,29,31,6,65,33,24,45,68,52,21,13,69,5,53,32,9,62,4,67,46,72,71,7,1,10,2,3
53,45,0,0,44,61,23,33,64,4,26,72,3,31,65,10,22,49,43,69,21,30,2,71,67,5,7,13,62,32,73,50,11,66,8,42,68,48,27,12,1,25,51,70,41,9,52,63,46,47,28,6,29,24,2
62,70,0,0,46,61,49,42,71,5,13,27,28,6,9,23,31,26,12,63,50,1,53,66,45,47,68,7,41,21,8,73,69,22,29,30,10,52,65,2,44,3,32,11,43,33,25,4,67,64,72,48,24,51,1
53,28,0,0,6,49,68,31,67,51,42,4,29,13,32,44,61,9,12,48,3,5,43,7,21,8,52,73,69,33,41,2,70,72,45,23,27,30,66,26,1,62,65,25,71,22,46,47,11,10,64,50,24,63,1
11,46,0,0,43,44,30,32,71,47,33,8,49,65,24,62,1,9,72,42,48,21,67,31,45,53,50,64,52,29,28,68,69,10,70,73,22,13,23,2,66,6,26,25,4,3,61,63,12,5,51,27,41,7,3
24,50,0,0,41,70,44,46,5,1,68,2,22,47,67,4,11,21,62,29,63,3,53,28,65,27,72,25,73,23,51,66,32,9,43,6,61,42,7,52,48,45,26,13,49,31,30,69,64,33,10,71,8,12,1
53,42,0,0,70,71,68,25,64,1,5,63,9,73,44,22,2,12,33,26,52,69,65,61,45,28,31,49,62,6,67,30,51,24,8,7,47,72,11,32,23,46,3,4,10,66,21,48,13,50,41,43,29,27,2
21,7,0,0,1,29,4,10,24,43,11,72,44,50,32,33,68,22,64,48,69,42,47,63,12,53,6,45,8,62,41,9,51,73,27,61,52,46,66,49,5,2,23,67,26,13,3,31,65,28,30,70,71,25,3
70,50,0,0,9,71,68,24,10,61,26,46,51,29,72,30,32,11,12,8,63,28,33,31,1,7,69,25,2,44,64,66,13,53,47,41,22,27,62,49,4,52,67,23,3,43,5,65,42,45,48,21,73,6,2
33,41,0,0,30,13,42,4,73,62,26,24,71,65,72,2,69,12,51,25,66,53,7,45,49,29,32,63,50,44,67,64,22,6,9,23,1,8,21,52,27,68,31,43,28,10,70,47,61,48,5,11,3,46,3
33,27,0,0,50,8,1,61,31,24,44,52,4,46,64,67,21,10,9,25,49,73,29,41,48,53,12,5,70,30,68,22,71,3,32,63,6,26,23,2,51,62,69,7,72,47,11,42,43,13,45,28,66,65,3
2,49,0,0,27,67,8,73,50,9,65,23,69,1,3,10,28,22,6,7,43,46,13,70,61,47,64,25,5,53,72,29,68,42,11,41,48,71,62,4,66,30,33,45,32,12,31,63,51,21,52,24,26,44,1
3,32,0,0,24,44,64,72,41,50,6,5,10,62,2,13,8,21,68,28,11,25,67,43,70,53,49,48,42,65,22,27,4,46,52,47,7,61,26,30,9,33,51,29,71,73,23,66,63,1,45,12,69,31,3
41,33,0,0,4,30,68,26,21,6,11,28,49,70,71,69,48,46,42,31,63,27,10,52,23,9,2,65,24,67,8,66,13,61,73,5,53,43,12,22,1,32,25,3,50,64,45,51,29,62,72,44,47,7,1
11,23,0,0,68,3,62,10,53,12,13,29,32,45,31,72,33,7,4,1,47,26,70,64,66,65,49,67,61,27,73,63,52,43,51,41,9,6,22,2,21,71,44,25,69,24,28,5,42,30,8,48,50,46,3
73,2,0,0,26,10,70,42,49,24,3,64,45,4,52,7,23,9,29,46,63,5,47,31,51,43,61,6,53,62,67,33,65,11,13,28,68,12,21,50,48,41,1,71,72,8,44,27,30,69,22,66,32,25,3
30,33,0,0,29,5,2,50,70,63,41,68,4,46,48,23,61,10,27,26,72,62,49,7,43,8,12,25,45,67,3,31,9,53,47,6,32,51,73,22,21,28,42,69,66,52,64,24,11,44,71,13,1,65,2
50,53,0,0,65,73,4,51,26,32,43,29,8,71,24,1,45,70,2,5,44,9,10,49,41,64,69,22,67,52,62,42,27,12,31,7,28,61,3,47,33,46,30,23,13,11,25,21,48,6,66,68,72,63,3
69,4,0,0,53,9,28,1,50,61,63,67,8,27,33,64,32,66,42,73,7,70,3,44,25,30,5,46,41,62,45,23,24,52,29,68,51,12,71,31,2,48,6,47,72,11,10,22,13,26,65,49,21,43,1
44,26,0,0,3,4,1,43,46,33,22,65,51,52,41,63,45,66,73,6,72,10,12,24,29,21,61,5,25,49,42,13,64,2,27,50,53,68,9,47,30,71,62,69,7,67,8,11,70,48,28,32,23,31,2
48,26,0,0,25,53,44,4,52,9,3,66,69,63,42,73,27,24,45,32,43,70,41,72,71,6,13,68,50,31,5,29,49,11,65,10,61,23,7,33,21,47,22,64,28,46,1,8,62,12,2,30,67,51,3
5,65,0,0,64,43,42,31,1,41,24,7,12,6,53,51,50,28,45,25,63,44,9,47,4,2,68,30,22,11,33,71,27,73,10,67,46,48,72,26,32,21,66,49,61,23,8,13,29,69,62,70,52,3,3
29,28,0,0,69,33,63,3,6,64,4,32,31,50,24,61,41,11,26,71,30,52,46,66,22,2,7,44,12,1,70,27,62,73,21,43,72,13,49,67,48,45,10,9,8,5,42,47,68,25,51,23,65,53,1
51,23,0,0,13,9,5,49,65,2,67,45,33,70,53,1,25,44,4,52,7,32,68,12,69,47,27,42,63,26,64,8,31,6,50,3,48,10,11,73,71,72,28,30,66,24,61,41,62,21,22,46,29,43,1
42,68,0,0,41,9,53,46,32,22,48,7,61,52,31,8,65,10,44,11,51,71,33,66,24,50,23,67,63,13,28,26,72,64,25,70,62,69,2,12,73,29,49,1,4,6,21,5,43,30,3,47,27,45,3
68,41,0,0,26,32,42,3,70,21,67,7,45,23,2,6,44,49,27,1,69,25,64,50,53,30,63,31,9,66,48,33,72,43,22,62,4,24,73,61,13,29,52,28,10,47,8,71,5,65,51,11,46,12,1
3,71,0,0,51,4,67,47,65,24,30,25,73,29,69,26,49,70,50,28,45,48,11,1,2,46,9,23,21,43,32,42,68,66,13,10,8,64,27,22,72,44,53,62,12,31,41,6,5,63,52,61,33,7,1
66,32,0,0,71,61,24,3,42,62,26,51,73,4,41,69,68,64,25,52,45,46,70,13,1,27,12,47,72,8,67,33,63,11,6,5,50,49,2,10,43,44,65,53,48,21,30,23,28,22,31,29,9,7,2
10,29,0,0,26,31,49,41,67,4,27,61,47,46,9,72,53,43,30,73,66,12,5,70,42,33,64,51,7,52,71,8,13,6,32,3,44,28,11,25,2,1,68,23,24,22,69,50,65,21,45,48,62,63,1
10,49,0,0,24,28,44,70,48,47,31,53,69,26,32,1,46,6,68,22,5,25,3,21,41,43,66,7,23,2,12,64,67,72,11,71,50,62,51,52,45,42,30,33,63,8,65,9,27,4,73,61,13,29,2
3,1,0,0,62,48,66,23,2,72,61,6,26,10,50,31,7,5,33,67,30,47,22,65,4,49,68,8,53,13,43,21,45,69,29,41,11,52,63,24,44,46,25,73,27,51,9,12,71,28,64,42,70,32,3
2,42,0,0,68,61,48,24,51,6,26,69,28,32,62,21,13,25,47,67,23,11,50,41,4,10,3,8,1,30,12,52,53,45,66,44,9,7,63,64,71,43,31,33,46,5,49,29,27,70,72,65,73,22,1
11,23,0,0,27,48,6,5,10,1,52,33,29,71,65,67,26,8,41,32,53,9,68,21,66,2,25,31,45,42,24,51,22,70,73,62,72,3,64,30,49,61,28,63,46,47,12,43,4,44,7,69,50,13,1
43,51,0,0,32,1,25,66,30,45,63,61,41,27,44,33,10,5,70,8,7,49,21,72,71,69,12,46,73,29,26,11,23,42,28,47,22,24,2,13,53,50,64,67,6,31,62,65,9,68,3,4,52,48,3
9,32,0,0,4,23,61,1,26,66,8,7,41,51,48,21,31,33,44,73,29,27,62,43,3,72,12,63,46,28,42,71,11,22,10,67,5,2,68,53,69,13,47,52,50,30,24,70,49,65,6,45,25,64,3
42,26,0,0,10,1,29,48,5,65,50,25,67,31,9,13,45,61,7,30,46,63,43,44,27,66,2,69,68,28,22,70,12,64,24,71,6,33,4,41,21,32,47,51,72,23,3,49,11,73,53,52,62,8,1
63,5,0,0,22,31,9,26,6,23,28,69,53,48,2,61,10,68,71,4,65,43,25,73,50,72,27,13,47,44,51,52,29,12,32,67,64,11,33,8,24,49,70,45,41,42,3,30,21,66,7,46,62,1,1
10,51,0,0,26,71,21,63,30,43,48,5,50,72,52,47,73,33,41,23,53,25,24,2,9,28,42,13,29,67,8,62,22,3,64,65,66,68,32,44,4,1,69,6,61,27,7,12,46,45,70,11,31,49,1
51,11,0,0,61,63,13,5,66,1,23,52,29,69,2,67,12,62,21,53,72,46,47,73,49,7,6,70,64,4,65,30,71,41,48,33,27,10,24,32,50,8,31,44,28,68,45,42,25,9,43,26,22,3,1
8,10,0,0,30,49,23,50,67,25,63,43,27,29,68,53,52,65,5,42,7,9,64,48,6,72,4,73,28,61,32,21,2,12,69,24,62,66,44,26,47,1,41,51,13,11,22,71,33,31,46,3,70,45,2
50,8,0,0,70,46,13,10,63,22,49,32,25,48,64,72,45,69,30,51,31,26,53,28,47,66,67,3,68,52,42,1,41,65,24,4,6,43,5,33,71,44,12,29,62,11,23,7,73,61,9,2,27,21,1
28,29,0,0,44,41,27,64,11,42,33,49,71,70,61,6,50,30,3,1,43,68,2,9,72,4,26,21,67,69,48,7,31,53,73,12,52,10,62,13,47,5,8,22,23,24,25,63,45,32,65,51,46,66,1
13,3,0,0,53,63,41,9,23,10,45,1,70,51,50,11,71,48,7,61,69,29,62,44,42,8,64,28,32,46,22,5,52,12,2,67,24,27,4,30,6,31,25,66,68,49,47,21,33,73,43,72,65,26,3
70,25,0,0,29,8,42,61,41,65,68,5,30,49,53,26,50,21,4,46,32,44,43,1,28,51,63,73,66,27,33,9,10,22,7,52,47,67,31,23,62,48,72,69,6,2,24,3,13,11,45,71,12,64,1
51,67,0,0,5,66,68,28,73,2,21,22,52,62,65,44,69,1,64,10,7,23,46,6,26,50,32,63,13,47,25,8,9,61,49,72,71,70,4,27,45,12,11,24,41,30,31,29,53,43,48,3,33,42,1
27,69,0,0,61,32,4,24,71,50,51,29,70,13,1,25,42,65,49,8,72,5,23,31,48,66,33,11,9,67,2,3,30,10,6,68,52,73,43,7,28,44,62,22,63,41,45,47,26,64,21,12,53,46,2
4,50,0,0,13,23,62,44,46,72,53,63,29,49,31,47,64,52,5,24,33,12,26,68,48,66,9,22,2,7,41,11,1,30,73,32,45,61,28,10,8,71,25,21,65,51,67,43,27,42,70,3,6,69,3
3,13,0,0,31,30,4,7,28,64,46,32,47,43,41,53,49,12,9,29,67,62,71,72,1,42,25,5,63,24,48,33,70,65,50,2,6,8,11,51,44,45,52,26,23,69,66,73,21,68,10,61,27,22,1
67,62,0,0,2,66,50,21,1,70,63,27,73,51,24,49,47,61,29,4,48,7,9,64,41,25,28,68,32,45,3,5,52,22,26,65,30,8,13,72,42,10,12,44,69,46,6,31,33,71,43,53,23,11,1
70,63,0,0,49,47,1,65,7,61,5,64,25,62,24,53,52,28,45,69,30,23,48,26,31,12,71,43,9,3,8,6,13,44,72,4,67,41,10,21,29,27,33,68,32,42,73,2,22,66,51,50,46,11,3
10,28,0,0,66,32,62,42,65,12,41,4,27,5,8,7,53,71,48,63,46,70,72,51,25,44,43,21,68,3,11,52,24,47,73,23,33,49,13,2,1,50,22,30,67,69,6,9,26,45,31,61,29,64,3
63,43,0,0,45,50,3,25,72,2,6,13,5,52,53,21,46,49,70,71,65,67,48,23,31,22,10,32,28,68,12,42,1,61,26,47,27,51,9,11,69,33,44,62,8,4,30,64,73,7,24,41,29,66,1
1,50,0,0,12,3,67,29,44,27,32,22,49,31,24,47,65,8,69,45,61,33,21,64,5,30,23,73,25,7,70,2,11,41,68,46,43,28,52,53,13,9,10,6,63,42,48,4,26,62,66,71,51,72,1
68,65,0,0,11,72,33,10,27,64,21,24,8,48,43,47,63,9,42,2,69,25,31,52,67,44,41,61,13,51,4,6,7,73,29,23,71,49,53,45,3,70,12,22,62,32,26,5,28,46,30,1,50,66,1
70,13,0,0,61,8,66,10,24,49,12,23,30,43,68,31,62,46,32,5,33,9,48,27,22,67,52,21,47,51,25,73,44,3,6,65,11,63,28,72,41,1,7,64,26,50,29,4,71,53,42,45,2,69,1
10,67,0,0,66,22,51,53,47,61,26,11,3,9,24,46,30,45,70,5,27,68,13,25,63,48,12,31,64,8,21,71,43,44,41,42,73,2,1,4,32,33,49,62,29,50,28,65,6,69,52,23,7,72,1
25,73,0,0,63,10,72,12,22,29,50,70,33,21,4,66,65,46,44,2,67,71,69,53,3,61,8,27,11,6,64,30,31,28,47,32,24,41,45,48,5,43,7,49,68,51,62,13,42,23,9,52,26,1,3
33,47,0,0,4,8,3,41,67,25,64,30,12,1,68,61,69,48,43,22,32,53,51,9,28,5,26,71,13,65,52,66,6,27,73,31,21,23,50,72,46,24,63,11,49,7,10,29,2,44,62,42,45,70,1
33,27,0,0,72,24,66,7,53,10,41,22,61,68,8,9,42,2,48,64,45,29,43,71,11,31,44,62,1,49,70,12,25,6,67,47,13,32,3,52,50,23,28,69,73,65,5,26,4,51,30,21,46,63,1
69,12,0,0,4,27,33,11,44,71,53,47,66,72,52,6,61,9,41,46,62,23,25,45,28,43,42,7,63,73,64,32,24,26,22,68,50,65,10,29,8,2,13,48,67,5,70,1,3,30,51,49,21,31,1
33,64,0,0,41,63,3,10,43,31,50,53,7,23,12,4,32,5,47,27,2,13,25,22,6,28,30,66,51,8,70,42,1,21,68,71,9,49,45,44,73,62,67,61,48,29,46,26,24,69,65,72,52,11,1
4,62,0,0,66,32,26,2,68,71,64,23,53,61,31,5,51,7,10,63,11,48,49,3,13,28,22,30,24,70,42,25,21,52,33,1,12,47,45,8,67,29,73,72,43,46,9,41,65,27,44,6,69,50,1
13,10,0,0,2,65,43,67,21,73,72,47,11,4,61,48,68,24,31,1,42,27,50,44,33,45,32,71,53,5,28,7,25,69,23,41,70,3,63,9,64,6,52,62,29,46,26,30,22,51,66,12,49,8,2
61,69,0,0,65,24,47,51,52,50,72,23,70,22,9,21,2,3,45,32,46,63,49,66,28,67,11,4,62,7,13,5,53,12,73,1,25,33,42,44,31,27,10,30,8,68,43,64,48,6,41,29,71,26,3
61,63,0,0,48,72,70,6,46,13,33,2,5,31,41,47,10,28,22,21,1,64,43,52,24,73,9,26,25,4,50,11,45,68,71,27,44,23,7,53,69,65,12,67,32,51,30,62,29,49,3,42,8,66,1
21,63,0,0,43,29,1,65,6,11,33,64,31,53,27,2,49,61,22,44,30,25,23,28,72,69,46,42,45,12,62,47,68,50,9,10,48,26,13,3,70,24,67,32,8,7,66,52,73,5,4,71,51,41,3
41,46,0,0,9,43,8,2,67,66,27,69,72,45,13,48,63,52,3,23,1,28,61,6,32,68,71,29,73,12,70,25,30,5,50,44,42,47,21,65,62,49,31,11,10,24,26,53,4,22,51,64,33,7,1
7,61,0,0,71,64,23,22,73,65,29,49,72,26,33,30,4,1,8,53,6,2,70,13,12,41,52,42,62,43,27,5,50,69,66,31,48,45,21,46,9,28,24,25,51,10,3,32,63,67,44,11,47,68,3
11,47,0,0,43,10,32,3,22,52,64,5,49,13,46,26,21,2,42,27,50,6,62,8,61,70,44,53,1,28,41,30,48,9,4,66,71,65,33,45,12,25,63,7,67,29,31,68,51,24,72,69,73,23,1
51,28,0,0,24,6,53,52,8,49,45,66,72,33,63,48,9,10,21,65,43,3,29,7,61,27,42,47,31,50,4,2,62,41,30,12,5,67,71,44,26,69,68,46,22,13,25,1,73,11,64,23,32,70,1
41,51,0,0,29,32,6,5,53,26,48,22,10,61,12,7,23,71,63,62,25,72,70,42,21,66,49,64,33,2,27,1,50,43,65,45,3,69,24,28,44,52,46,47,30,8,67,31,68,73,9,11,4,13,1
73,30,0,0,51,1,72,71,49,29,8,65,68,66,21,50,44,3,67,26,33,25,70,7,2,32,5,48,47,43,4,63,52,69,31,42,23,12,64,24,27,6,11,61,41,9,28,13,45,10,53,46,62,22,1
71,41,0,0,67,30,10,69,46,52,53,11,13,7,29,4,21,51,42,1,49,8,70,65,6,64,3,25,43,23,66,26,9,28,24,22,72,45,50,68,33,12,48,61,47,62,63,2,27,31,5,73,44,32,1
22,45,0,0,69,12,44,7,10,8,71,24,47,4,49,61,3,70,21,27,64,2,43,9,52,13,11,46,72,66,30,32,73,63,67,23,50,68,51,65,48,25,1,26,53,5,31,41,6,33,28,42,29,62,1
69,71,0,0,50,31,49,48,22,23,30,4,67,26,45,44,27,24,65,64,9,29,72,25,47,11,41,28,7,1,6,10,42,8,51,63,32,2,66,12,46,62,13,3,61,43,68,33,70,73,5,21,53,52,1
21,29,0,0,22,32,13,69,12,33,47,61,62,65,28,27,51,10,48,52,6,53,46,45,73,31,4,42,72,7,11,43,25,5,68,2,8,23,66,41,30,67,49,71,63,50,64,9,3,24,26,1,44,70,1
13,29,0,0,49,53,26,72,6,64,8,41,33,25,69,30,28,2,10,67,44,31,24,50,43,70,21,11,3,63,66,23,32,61,71,45,9,7,65,68,12,73,1,48,46,52,5,22,51,62,27,47,4,42,3
13,8,0,0,32,2,3,41,23,25,62,71,70,68,65,4,27,12,46,49,24,73,33,66,50,61,72,28,6,53,1,51,47,29,42,31,22,48,52,69,45,21,43,63,5,26,44,11,7,9,10,67,64,30,2
13,30,0,0,71,1,62,48,6,2,49,41,43,47,53,29,9,51,67,65,5,3,63,52,69,68,26,11,72,8,46,31,70,21,22,32,50,61,66,10,45,7,25,27,64,23,42,24,33,28,44,73,4,12,3
72,27,0,0,24,66,64,4,6,67,41,5,32,46,52,26,11,70,3,53,63,25,69,44,13,33,22,23,43,61,68,29,8,31,45,12,50,65,1,71,9,62,51,28,73,48,2,47,21,49,7,10,42,30,1
23,70,0,0,1,24,33,4,21,11,29,41,25,45,22,71,8,63,9,73,67,50,26,6,5,13,12,43,65,66,30,28,7,69,3,49,68,61,72,53,64,46,27,52,31,44,62,10,32,2,51,42,48,47,3
45,11,0,0,5,68,23,44,53,61,69,21,73,62,48,12,6,27,31,9,13,65,33,29,8,26,42,72,25,41,32,43,50,10,70,4,66,30,1,24,7,28,67,52,64,71,22,51,49,2,3,46,63,47,3
62,8,0,0,51,69,61,71,33,1,32,41,5,12,63,43,4,52,48,44,29,70,2,13,49,47,53,45,50,11,7,67,72,3,28,26,66,31,21,30,68,46,9,10,65,23,25,64,24,6,42,27,22,73,1
49,51,0,0,8,10,73,23,27,4,25,46,22,72,62,66,1,70,30,63,24,31,42,11,45,32,69,6,43,33,48,21,7,65,68,50,13,61,28,41,53,52,9,67,64,3,2,12,47,29,26,5,44,71,2
69,52,0,0,31,68,30,48,62,44,41,3,45,22,11,64,2,47,25,8,7,29,9,1,61,21,51,10,12,24,26,71,28,70,65,50,33,63,72,5,13,53,49,23,4,32,6,43,66,27,67,46,73,42,1
24,22,0,0,43,27,66,64,70,62,32,45,63,9,41,71,33,11,28,10,29,49,23,2,7,6,46,30,53,21,51,1,69,12,67,3,72,44,42,26,73,47,65,48,25,13,52,50,5,31,61,68,4,8,1
63,44,0,0,1,2,12,27,24,7,26,41,28,66,46,62,50,8,33,10,48,13,70,71,42,45,61,5,6,51,23,11,43,64,73,31,49,3,9,72,65,68,32,52,53,25,21,4,69,22,29,30,67,47,3
65,27,0,0,31,33,28,4,43,41,6,48,45,24,72,64,42,69,66,11,12,23,8,70,61,5,53,63,30,32,68,2,22,52,25,26,62,29,7,3,44,21,73,71,49,50,47,67,10,51,13,46,1,9,1
67,46,0,0,44,27,24,3,7,33,70,12,30,4,26,21,22,51,52,53,1,32,47,64,41,29,8,6,42,25,48,45,69,61,68,13,9,23,71,50,66,43,62,63,28,73,65,49,10,2,31,5,11,72,1
70,52,0,0,28,61,45,1,33,13,9,4,31,49,67,46,30,22,62,63,32,8,68,6,72,29,47,27,42,26,23,65,21,11,41,25,66,48,3,5,73,64,51,10,24,69,2,53,50,71,7,43,44,12,1
13,53,0,0,43,12,63,1,72,27,9,71,64,6,52,3,69,51,66,8,28,5,68,24,44,23,25,32,4,48,50,7,67,10,65,61,33,49,46,42,70,41,11,45,29,47,31,62,21,22,30,2,73,26,2
6,33,0,0,50,73,8,21,65,32,22,41,4,66,10,64,47,52,3,46,72,62,24,48,27,31,28,1,67,9,49,2,71,5,26,68,51,69,25,42,45,11,44,7,70,23,12,30,53,61,43,13,63,29,1
52,69,0,0,71,67,30,31,9,5,13,72,12,51,2,45,70,8,65,7,25,48,28,63,22,27,49,32,47,50,64,10,61,68,46,6,43,33,24,66,42,41,4,62,73,3,44,29,53,1,23,21,26,11,3
10,27,0,0,11,47,49,4,46,41,33,12,5,53,29,25,28,68,44,48,70,21,50,9,31,69,64,67,65,8,72,1,42,71,63,23,26,66,30,62,43,73,32,6,13,3,7,45,51,61,52,22,24,2,2
64,53,0,0,71,7,3,51,73,2,44,30,67,70,66,6,52,28,32,43,49,1,50,23,31,41,25,5,33,11,22,48,42,9,21,65,4,27,69,8,63,68,10,13,24,61,29,46,45,47,62,72,26,12,2
64,9,0,0,13,72,53,7,47,70,26,71,45,3,2,22,52,24,32,6,69,48,12,28,68,27,50,66,41,25,65,5,31,63,73,42,10,67,30,49,29,33,46,23,44,43,4,8,61,21,1,11,51,62,1
61,48,0,0,46,49,50,64,29,71,66,65,62,27,72,32,23,63,69,25,2,6,73,26,28,42,22,4,47,12,21,8,33,30,5,24,67,52,44,53,43,3,45,41,11,13,68,1,51,70,31,10,7,9,1
21,31,0,0,53,62,46,32,30,33,23,66,28,27,48,47,71,50,4,25,65,64,26,2,6,52,5,22,1,3,29,24,61,12,70,45,73,7,68,51,72,43,11,9,8,67,41,49,69,63,13,42,10,44,3
43,3,0,0,44,70,51,64,9,2,46,68,29,32,23,73,71,49,28,27,61,62,65,50,26,30,41,66,24,13,8,11,31,1,48,4,53,67,22,6,63,72,69,52,42,21,47,25,45,5,33,12,7,10,1
62,31,0,0,8,33,44,66,24,28,46,52,51,47,10,9,7,22,32,23,2,53,61,3,41,50,13,48,25,1,64,6,65,45,12,27,43,11,69,5,4,71,29,63,49,30,72,70,73,42,21,67,68,26,1
13,32,0,0,73,52,2,9,69,8,72,11,28,67,31,50,47,61,10,46,27,65,66,68,1,51,45,63,42,70,43,26,23,71,21,22,3,48,41,62,44,49,12,30,29,7,64,4,53,33,6,25,5,24,1
32,30,0,0,66,50,70,2,73,71,9,44,27,51,72,61,48,8,43,6,68,25,10,64,28,33,13,4,22,21,62,23,7,45,1,26,29,52,42,49,46,69,24,12,41,47,67,63,65,53,5,31,3,11,2
31,69,0,0,46,64,24,22,61,13,71,49,43,26,21,3,70,30,73,45,29,4,53,28,27,12,11,10,5,42,2,41,48,1,72,6,62,7,8,9,23,65,44,51,33,67,63,66,50,68,52,32,25,47,2
49,5,0,0,69,13,62,50,24,52,4,46,21,7,30,8,42,64,23,61,31,71,12,72,27,3,32,10,41,11,67,70,43,1,44,73,63,45,68,51,28,65,47,26,66,48,2,6,29,22,33,25,53,9,1
46,69,0,0,13,47,1,43,4,66,41,10,33,72,11,67,68,3,71,48,42,22,49,24,63,12,31,32,23,26,44,25,73,52,62,61,29,53,70,30,51,27,8,65,45,2,5,6,9,64,28,50,7,21,1
48,23,0,0,72,67,7,12,62,8,65,51,52,45,64,50,47,71,2,26,21,68,44,1,24,70,32,49,73,5,33,31,27,46,41,11,3,30,69,66,61,28,25,29,53,10,42,43,4,9,63,6,22,13,2
26,43,0,0,30,31,24,44,63,67,13,23,62,5,29,25,51,66,22,53,47,48,27,10,73,46,32,11,61,8,71,28,42,4,41,2,33,50,7,52,3,49,45,64,6,70,68,69,12,1,21,9,65,72,1
47,53,0,0,51,73,26,43,13,64,24,2,68,29,1,9,70,72,27,7,28,62,65,49,22,46,67,12,44,8,69,5,11,50,21,42,61,32,66,31,63,71,10,41,33,25,6,3,30,48,45,4,52,23,1
70,24,0,0,12,5,68,47,8,27,26,33,22,51,67,46,3,69,31,23,25,32,62,28,50,43,30,11,64,10,9,44,63,48,65,13,66,53,45,71,2,1,21,29,4,49,6,42,52,7,61,41,73,72,2
49,71,0,0,23,48,65,30,69,27,52,29,25,9,7,43,1,4,21,53,28,51,41,70,33,42,5,63,2,47,10,31,46,73,3,8,24,32,26,61,6,68,64,44,66,11,13,67,72,12,62,45,22,50,1
52,50,0,0,27,48,70,68,49,23,63,47,1,71,11,45,72,61,24,44,31,33,32,28,51,13,41,53,21,25,8,67,73,42,43,65,66,2,29,64,5,12,4,46,6,7,30,22,69,9,62,10,3,26,1
13,24,0,0,9,47,3,71,7,27,52,23,12,8,1,31,25,4,66,63,49,42,68,41,50,32,29,21,65,72,64,62,6,11,28,26,33,67,5,44,46,69,73,30,61,10,22,53,43,70,2,48,51,45,3
6,48,0,0,66,33,64,7,10,61,67,42,8,5,9,44,73,30,45,41,72,71,50,11,68,65,69,63,21,25,12,22,2,13,27,24,51,26,32,43,31,70,53,3,1,28,52,49,29,47,23,46,62,4,1
7,61,0,0,62,32,70,25,21,71,3,41,51,2,50,10,64,48,69,31,42,73,53,72,65,13,45,4,12,9,5,67,30,66,11,44,47,68,52,29,28,27,23,26,24,33,46,6,1,63,8,49,43,22,3
48,25,0,0,71,51,44,29,4,47,70,9,46,32,28,33,43,24,10,6,13,22,26,72,3,63,61,8,73,27,41,52,62,67,64,45,66,1,21,11,50,30,2,31,42,23,69,5,12,49,68,65,53,7,2
32,22,0,0,8,73,5,68,62,11,6,31,10,66,70,33,50,43,53,30,72,21,27,46,13,51,52,47,1,9,12,44,29,65,61,42,45,7,63,41,48,23,25,24,67,64,28,69,49,2,3,71,4,26,3
31,22,0,0,46,64,1,12,32,9,68,49,67,66,29,13,65,45,6,43,63,8,62,25,48,26,69,70,33,47,7,28,21,30,44,5,4,61,51,3,27,11,71,50,73,42,23,72,52,41,24,53,10,2,1
3,66,0,0,7,48,29,22,70,68,49,32,23,73,43,51,12,61,8,24,4,11,71,6,44,42,47,1,65,52,72,50,25,33,69,63,64,28,27,26,45,30,53,67,41,5,21,46,31,9,62,2,10,13,1
7,29,0,0,67,72,65,27,23,66,10,62,61,12,48,31,42,30,5,26,2,41,25,4,47,1,49,8,71,33,68,32,45,24,44,11,6,73,50,53,46,22,63,28,9,70,3,52,51,64,43,21,69,13,1
27,25,0,0,73,23,69,7,1,72,22,62,12,31,46,68,51,26,63,3,50,13,11,4,49,44,24,67,52,47,21,5,45,71,65,10,41,48,30,9,33,6,2,43,61,32,70,42,53,28,8,29,66,64,1
45,11,0,0,49,32,72,53,50,12,27,30,5,2,62,68,44,23,7,22,64,46,51,73,66,25,52,29,3,41,70,47,10,24,13,65,21,42,63,4,69,33,61,26,28,6,67,8,1,48,9,31,43,71,2
